area,file_name,minister,ministry
,20160524__DR_JawabLisan_soalan-136.txt,Fauzi Bin Abdul Rahman,menteri kerja raya
,20161031__DR_JawabLisan_soalan-0-intro.txt,,
lawas,20160316__DR_JawabLisan_soalan-15.txt,Henry Sum Agong,menteri pendidikan
segambut,20161121__DR_JawabLisan_soalan-41.txt,Lim Lip Eng,menteri dalam negeri
rasah,20160316__DR_JawabLisan_soalan-49.txt,Teo Kok Seong,menteri pendidikan tinggi
,20160315__DR_JawabLisan_soalan-47.txt,,menteri sumber manusia
kulim bandar baharu,20160516_20160526__DR_S1-100_JawabBertulis_soalan-29.txt,,menteri kerja raya
,20170323__DR_JawabLisan_soalan-36.txt,,
labuan,20161017_20161124__DR_S101-200_JawabBertulis_soalan-132.txt,,menteri pelancongan dan kebudayaan
kuala terengganu,20160516__DR_JawabLisan_soalan-122.txt,Baharuddin Bin Ahmad,menteri kewangan
,20170309__DR_JawabLisan_soalan-81.txt,,menteri perdagangan antarabangsa dan industri
sibuti,20170320__DR_JawabLisan_soalan-0-intro.txt,Ahmad Bin Bujang,menteri pendidikan
kulim bandar baharu,20160526__DR_JawabLisan_soalan-28.txt,,menteri luar negeri
tasek gelugor,20170316__DR_JawabLisan_soalan-3.txt,Shabudin Yahaya,perdana menteri
,20160307_20160407__DR_S301-400_JawabBertulis_soalan-373.txt,,perdana menteri
rasah,20161017_20161124__DR_S201-300_JawabBertulis_soalan-273.txt,Teo Kok Seong,menteri dalam negeri
ipoh barat,20160324__DR_JawabLisan_soalan-26.txt,M. Kulasegaran A/L V. Murugeson,menteri dalam negeri
,20161017_20161124__DR_S501-543_JawabBertulis_soalan-0-intro.txt,,menteri pertahanan
,20160322__DR_JawabLisan_soalan-35.txt,,
marang,20161024__DR_JawabLisan_soalan-45.txt,Abdul Hadi Bin Awang,perdana menteri
,20160307_20160407__DR_S201-300_JawabBertulis_soalan-263.txt,,
,20161027__DR_JawabLisan_soalan-18.txt,,menteri pembangunan wanita keluarga dan masyarakat
,20160516_20160526__DR_S1-100_JawabBertulis_soalan-17.txt,,menteri kesihatan
isnin,20170327__DR_JawabLisan_soalan-29.txt,Douglas Uggah Embas,menteri pertahanan
bachok,20160519__DR_JawabLisan_soalan-18.txt,Ahmad Marzuk Bin Shaary,menteri pendidikan
,20160516_20160526__DR_S1-100_JawabBertulis_soalan-64.txt,,menteri sumber manusia
lembah pantai,20160323__DR_JawabLisan_soalan-20.txt,Nurul Izzah Anwar,menteri dalam negeri
,20160518__DR_JawabLisan_soalan-117.txt,,perdana menteri
ipoh timur,20160523__DR_JawabLisan_soalan-40.txt,Su Keong Siong,menteri kewangan
,20161017_20161124__DR_S101-200_JawabBertulis_soalan-154.txt,,menteri kemajuan luar bandar dan wilayah
,20160307_20160407__DR_S101-200_JawabBertulis_soalan-122.txt,,menteri sumber manusia
sibuti,20161017_20161124__DR_S101-200_JawabBertulis_soalan-164.txt,Ahmad Bin Bujang,menteri kewangan
baling,20170321__DR_JawabLisan_soalan-41.txt,Abdul Azeez Bin Abdul Rahim,menteri pelancongan dan kebudayaan
bakri,20161110__DR_JawabLisan_soalan-47.txt,Er Teck Hwa,menteri dalam negeri
,20160307_20160407__DR_S101-200_JawabBertulis_soalan-127.txt,,menteri pembangunan wanita keluarga dan masyarakat
sik,20160404__DR_JawabLisan_soalan-15.txt,Mansor Bin Abd Rahman,menteri perusahaan perladangan dan komoditi
,20160516_20160526__DR_S201-300_JawabBertulis_soalan-215.txt,,menteri kesihatan
lanang,20160316__DR_JawabLisan_soalan-10.txt,Alice Lau Kiong Yieng,menteri dalam negeri
,20161017__DR_JawabLisan_soalan-38.txt,,menteri kesihatan
batu pahat,20160516_20160526__DR_S401-502_JawabBertulis_soalan-489.txt,Mohd Idris Jusi,menteri pelancongan dan kebudayaan
jelebu,20160331__DR_JawabLisan_soalan-45.txt,Zainudin Ismail,menteri kewangan
ketereh,20160323__DR_JawabLisan_soalan-65.txt,Annuar Bin Musa,menteri dalam negeri
kepong,20160526__DR_JawabLisan_soalan-018.txt,Tan Seng Giaw,menteri sumber asli dan alam sekitar
,20160307_20160407__DR_S501-545_JawabBertulis_soalan-509_1495080791.txt,Chua Tian Chang,menteri perdagangan antarabangsa dan industri
,20160404__DR_JawabLisan_soalan-16.txt,,menteri pembangunan wanita keluarga dan masyarakat
,20161019__DR_JawabLisan_soalan-35.txt,,menteri kesihatan
,20160329__DR_JawabLisan_soalan-54.txt,,perdana menteri
penampang,20160516__DR_JawabLisan_soalan-102.txt,Ignatius Dorell Leiking,perdana menteri
,20160323__DR_JawabLisan_soalan-28.txt,Azan Bin Ismail,menteri pertanian dan industri asas tani
jerlun,20160519__DR_JawabLisan_soalan-62.txt,Othman Aziz,menteri kewangan
segambut,20160310__DR_JawabLisan_soalan-68.txt,Lim Lip Eng,perdana menteri
,20161017_20161124__DR_S401-500_JawabBertulis_soalan-405.txt,,menteri tenaga teknologi hijau dan air
kangar,20161027__DR_JawabLisan_soalan-38.txt,Shaharuddin Bin Ismail,menteri pelancongan dan kebudayaan
bukit gelugor,20160523__DR_JawabLisan_soalan-151.txt,Karpal Singh,menteri dalam negeri
selasa 17,20161025__DR_JawabLisan_soalan-17.txt,Ewon Ebin,menteri kemajuan luar bandar dan wilayah
,20160525__DR_JawabLisan_soalan-24.txt,,
,20160315__DR_JawabLisan_soalan-25.txt,,
ranau,20161108__DR_JawabLisan_soalan-46.txt,Ewon Ebin,menteri pendidikan
kampar,20161107__DR_JawabLisan_soalan-44.txt,Ko Chung Sen,menteri kewangan
tumpat,20161103__DR_JawabLisan_soalan-28.txt,Kamarudin Bin Jaffar,menteri luar negeri
,20160310__DR_JawabLisan_soalan-23_1495080797.txt,Raja Kamarul Bahrin Shah,menteri pertanian dan industri asas tani
,20170316__DR_JawabLisan_soalan-47.txt,,menteri belia dan sukan
sik,20160516_20160526__DR_S1-100_JawabBertulis_soalan-24.txt,Mansor Bin Abd Rahman,menteri komunikasi dan multimedia
rantau panjang,20170323__DR_JawabLisan_soalan-18.txt,Siti Zailah Binti Mohd Yusoff,perdana menteri
selayang,20170315__DR_JawabLisan_soalan-58.txt,William Leong Jee Keen,perdana menteri
kuala pilah,20160307_20160407__DR_S1-100_JawabBertulis_soalan-2.txt,Hasan Malek,perdana menteri
sik,20161020__DR_JawabLisan_soalan-15.txt,Mansor Bin Abd Rahman,menteri pendidikan
paya besar 65,20160516_20160526__DR_S1-100_JawabBertulis_soalan-65.txt,Abdul Manan Ismail,menteri kemajuan luar bandar dan wilayah
,20161017_20161124__DR_S301-400_JawabBertulis_soalan-398.txt,,menteri kesihatan
,20160518__DR_JawabLisan_soalan-139.txt,,menteri kemajuan luar bandar dan wilayah
,20160307_20160407__DR_S501-545_JawabBertulis_soalan-522.txt,,menteri pembangunan wanita keluarga dan masyarakat
padang serai,20161031__DR_JawabLisan_soalan-34.txt,N Surendran A/L K Nagarajan,menteri dalam negeri
,20160524__DR_JawabLisan_soalan-36.txt,,menteri pembangunan wanita keluarga dan masyarakat
marang,20160322__DR_JawabLisan_soalan-54.txt,Abdul Hadi Bin Awang,menteri luar negeri
tumpat,20160524__DR_JawabLisan_soalan-132.txt,Kamarudin Bin Jaffar,menteri luar negeri
betong,20161123__DR_JawabLisan_soalan-29.txt,,perdana menteri
gelang patah,20160516__DR_JawabLisan_soalan-63.txt,Lim Kit Siang,menteri dalam negeri
beruas,20160310__DR_JawabLisan_soalan-30.txt,Ngeh Koo Ham,menteri kewangan
kuala kedah,20161117__DR_JawabLisan_soalan-16.txt,Azan Bin Ismail,menteri kewangan
raub,20170327__DR_JawabLisan_soalan-31.txt,Ariff Sabri Abd Aziz,perdana menteri
,20160516_20160526__DR_S301-400_JawabBertulis_soalan-336.txt,,menteri kesihatan
,20160307_20160407__DR_S201-300_JawabBertulis_soalan-300.txt,,perdana menteri
shah alam,20160523__DR_JawabLisan_soalan-74.txt,Khalid Abdul Samad,menteri kewangan
setiu,20160307_20160407__DR_S1-100_JawabBertulis_soalan-40.txt,Che Mohamad Zulkifly Bin Jusoh,menteri dalam negeri
petaling java utara,20170307__DR_JawabLisan_soalan-44.txt,Tony Pua Kiam Wee,menteri kewangan
,20160516_20160526__DR_S201-300_JawabBertulis_soalan-280.txt,,menteri tenaga teknologi hijau dan air
,20161017_20161124__DR_S101-200_JawabBertulis_soalan-131.txt,,menteri sumber manusia
,20170309__DR_JawabLisan_soalan-69.txt,Mohd Khairuddin Bin Aman Razali,menteri kerja raya
,20161109__DR_JawabLisan_soalan-46.txt,,perdana menteri
pandan,20170308__DR_JawabLisan_soalan-34.txt,Mohd Rafizi Bin Ramli,menteri kewangan
sekijang,20160406__DR_JawabLisan_soalan-38.txt,,menteri perdagangan dalam negeri koperasi dan kepenggunaan
,20161025__DR_JawabLisan_soalan-18.txt,Mohd Idris Jusi,menteri kerja raya
,20160516_20160526__DR_S1-100_JawabBertulis_soalan-84_1495080839.txt,Koh Nai Kwong,menteri perdagangan antarabangsa dan industri
,20160307_20160407__DR_S501-545_JawabBertulis_soalan-529.txt,,menteri belia dan sukan
bukit bendera,20160307_20160407__DR_S201-300_JawabBertulis_soalan-201.txt,Zairil Khir Johari,menteri dalam negeri
sabak bernam,20160516_20160526__DR_S1-100_JawabBertulis_soalan-70.txt,Mohd Fasiah Bin Mohd Fakeh,menteri dalam negeri
marang,20161017_20161124__DR_S301-400_JawabBertulis_soalan-380.txt,Abdul Hadi Bin Awang,perdana menteri
libaran,20161017_20161124__DR_S101-200_JawabBertulis_soalan-152.txt,Juslie Ajirol,menteri pelancongan dan kebudayaan
kuala nerus,20161024__DR_JawabLisan_soalan-42.txt,Mohd Khairuddin Bin Aman Razali,menteri kewangan
sungai petani,20161121__DR_JawabLisan_soalan-0-intro.txt,Johari Bin Abdullah,menteri pendidikan
,20160516_20160526__DR_S201-300_JawabBertulis_soalan-250.txt,,perdana menteri
parit buntar,20160309__DR_JawabLisan_soalan-51.txt,Dr. Mujahid Yusof Rawa,menteri pendidikan tinggi
,20161116__DR_JawabLisan_soalan-41.txt,,perdana menteri
,20160518__DR_JawabLisan_soalan-15.txt,Liang Teck Meng,perdana menteri
kuantan,20170403__DR_JawabLisan_soalan-30.txt,Fuziah Binti Salleh,perdana menteri
lenggong,20160307_20160407__DR_S1-100_JawabBertulis_soalan-8.txt,Shamsul Anuar Bin Nasarah,menteri kerja raya
,20160405__DR_JawabLisan_soalan-30.txt,,menteri pembangunan wanita keluarga dan masyarakat
sekijang,20160307_20160407__DR_S1-100_JawabBertulis_soalan-98_1495080781.txt,,menteri kerja raya
,20170307__DR_JawabLisan_soalan-17.txt,,menteri kesihatan
,20170330__DR_JawabLisan_soalan-46.txt,,menteri dalam negeri
bukit bintang,20161103__DR_JawabLisan_soalan-35.txt,Fong Kui Lun,menteri kewangan
marang,20170328__DR_JawabLisan_soalan-43_1495080970_1495080971.txt,Abdul Hadi Bin Awang,menteri kewangan
,20161123__DR_JawabLisan_soalan-22.txt,,menteri sumber manusia
kota bharu,20160526__DR_JawabLisan_soalan-56.txt,Takiyuddin Bin Hassan,perdana menteri
,20160404__DR_JawabLisan_soalan-65.txt,,menteri perusahaan perladangan dan komoditi
,20160405__DR_JawabLisan_soalan-35.txt,,menteri pertanian dan industri asas tani
pengkaian chepa,20160523__DR_JawabLisan_soalan-24.txt,Izani Bin Husin,menteri pertanian dan industri asas tani
,20160519__DR_JawabLisan_soalan-78.txt,Tiong King Sing,menteri kerja raya
alor gajah,20160323__DR_JawabLisan_soalan-33.txt,Koh Nai Kwong,menteri dalam negeri
jelebu,20160516_20160526__DR_S1-100_JawabBertulis_soalan-84.txt,,menteri pelancongan dan kebudayaan
setiu,20160516_20160526__DR_S1-100_JawabBertulis_soalan-34.txt,Che Mohamad Zulkifly Bin Jusoh,perdana menteri
lembah pantai,20160330__DR_JawabLisan_soalan-51.txt,Nurul Izzah Anwar,menteri dalam negeri
merbok,20160322__DR_JawabLisan_soalan-13.txt,Ismail Bin Daut,menteri kewangan
,20160519__DR_JawabLisan_soalan-118.txt,,menteri kesihatan
,20160331__DR_JawabLisan_soalan-67.txt,,menteri kewangan
ketereh,20160324__DR_JawabLisan_soalan-19.txt,Annuar Bin Musa,menteri pendidikan tinggi
ampang pkr,20161017_20161124__DR_S401-500_JawabBertulis_soalan-468.txt,Zuraida Kamaruddin,menteri belia dan sukan
,20160519__DR_JawabLisan_soalan-86.txt,Wong Sze Phin,menteri kerja raya
sarikei,20160329__DR_JawabLisan_soalan-58.txt,Wong Ling Biu,perdana menteri
sepang,20160310__DR_JawabLisan_soalan-44.txt,Mohamed Hanipa Maidin,menteri dalam negeri
,20160324__DR_JawabLisan_soalan-67.txt,,menteri kewangan
,20161020__DR_JawabLisan_soalan-13.txt,,menteri kesihatan
batu kawan,20161017__DR_JawabLisan_soalan-44.txt,Kasthuriraani Patto,perdana menteri
rantau panjang,20160523__DR_JawabLisan_soalan-67.txt,Siti Zailah Binti Mohd Yusoff,menteri pendidikan
,20160324__DR_JawabLisan_soalan-14_1495080815.txt,,
seputeh,20160518__DR_JawabLisan_soalan-138.txt,Teresa Kok Suh Sim,menteri kewangan
,20170316__DR_JawabLisan_soalan-64.txt,,perdana menteri
tumpat,20160404__DR_JawabLisan_soalan-33.txt,Kamarudin Bin Jaffar,menteri luar negeri
hulu rajang,20160525__DR_JawabLisan_soalan-34.txt,Wilson Ugak Kumbong,menteri komunikasi dan multimedia
,20160523__DR_JawabLisan_soalan-146.txt,,perdana menteri
sekijang,20161017_20161124__DR_S101-200_JawabBertulis_soalan-101.txt,,menteri perdagangan dalam negeri koperasi dan kepenggunaan
petaling java utara,20161020__DR_JawabLisan_soalan-42.txt,Tony Pua Kiam Wee,menteri kewangan
petaling jaya selatan,20160516__DR_JawabLisan_soalan-64.txt,Hee Loy Sian,menteri sumber asli dan alam sekitar
taiping,20160307_20160407__DR_S201-300_JawabBertulis_soalan-217.txt,Nga Kor Ming,menteri dalam negeri
telok kemang,20170323__DR_JawabLisan_soalan-14.txt,Kamarul Baharin Abbas,menteri perdagangan dalam negeri koperasi dan kepenggunaan
nibong tebal,20160404__DR_JawabLisan_soalan-52.txt,Mansor Bin Othman,perdana menteri
permatang pauh,20160516_20160526__DR_S401-502_JawabBertulis_soalan-500.txt,Wan Azizah Wan Ismail,menteri kewangan
,20161017_20161124__DR_S101-200_JawabBertulis_soalan-159.txt,,menteri kesihatan
,20161017_20161124__DR_S201-300_JawabBertulis_soalan-288.txt,,perdana menteri
lipis,20160518__DR_JawabLisan_soalan-98.txt,Mohamad Abdul Rahman,menteri pendidikan
,20170315__DR_JawabLisan_soalan-56.txt,Muhamad Idris Bin Ahmad,menteri perdagangan antarabangsa dan industri
,20161018__DR_JawabLisan_soalan-46.txt,,menteri kewangan
kelana jaya,20160519__DR_JawabLisan_soalan-111.txt,Wong Chen,menteri kewangan
marang,20161017_20161124__DR_S301-400_JawabBertulis_soalan-376_1495080893_1495080893.txt,Abdul Hadi Bin Awang,menteri dalam negeri
nibong tebal,20160516__DR_JawabLisan_soalan-93.txt,Mansor Bin Othman,menteri dalam negeri
lpoh timor,20161019__DR_JawabLisan_soalan-46.txt,Su Keong Siong,perdana menteri
sepang,20170322__DR_JawabLisan_soalan-60.txt,Mohamed Hanipa Maidin,menteri kewangan
tanah merah,20170307__DR_JawabLisan_soalan-78.txt,Ikmal Hisham Bin Abdul Aziz,menteri dalam negeri
,20161017_20161124__DR_S101-200_JawabBertulis_soalan-110.txt,,menteri kemajuan luar bandar dan wilayah
,20160519__DR_JawabLisan_soalan-51.txt,Ahmad Nazlan Bin Idris,menteri pertanian dan industri asas tani
jasin,20160331__DR_JawabLisan_soalan-019.txt,Ahmad Hamzah,menteri sumber asli dan alam sekitar
bukit mertajam,20161114__DR_JawabLisan_soalan-46.txt,Sim Chee Keong,menteri dalam negeri
,20161121__DR_JawabLisan_soalan-25.txt,,menteri kewangan
bukit bintang,20161117__DR_JawabLisan_soalan-24.txt,Fong Kui Lun,menteri wilayah persekutuan
rabu 58,20160525__DR_JawabLisan_soalan-58.txt,Sim Chee Keong,menteri kemajuan luar bandar dan wilayah
bukit gelugor,20161101__DR_JawabLisan_soalan-31.txt,Karpal Singh,perdana menteri
tebrau,20170320__DR_JawabLisan_soalan-41.txt,Khoo Soo Seang,perdana menteri
hulu langat,20170322__DR_JawabLisan_soalan-46.txt,Che Rosli Bin Che Mat,menteri sumber asli dan alam sekitar
silam,20160331__DR_JawabLisan_soalan-33.txt,Datu Nasrun Datu Mansur,perdana menteri
,20160404__DR_JawabLisan_soalan-21.txt,,menteri pertanian dan industri asas tani
ipoh timor,20160519__DR_JawabLisan_soalan-79.txt,Su Keong Siong,menteri dalam negeri
selayang,20160518__DR_JawabLisan_soalan-145.txt,William Leong Jee Keen,menteri dalam negeri
kubang kerian,20161025__DR_JawabLisan_soalan-27.txt,Ahmad Baihaki Bin Atiqullah,menteri pelancongan dan kebudayaan
,20161117__DR_JawabLisan_soalan-48.txt,,
,20161121__DR_JawabLisan_soalan-42.txt,,
,20160324__DR_JawabLisan_soalan-55.txt,Shabudin Yahaya,menteri pertanian dan industri asas tani
bukit bendera,20170307__DR_JawabLisan_soalan-064.txt,Zairil Khir Johari,menteri sumber asli dan alam sekitar
batu,20161017_20161124__DR_S401-500_JawabBertulis_soalan-488.txt,Chua Tian Chang,menteri wilayah persekutuan
,20160518__DR_JawabLisan_soalan-87.txt,,menteri sumber manusia
,20160518__DR_JawabLisan_soalan-72.txt,,menteri tenaga teknologi hijau dan air
lembah pantai,20160526__DR_JawabLisan_soalan-151.txt,,menteri dalam negeri
alor gajah,20160307_20160407__DR_S1-100_JawabBertulis_soalan-94.txt,Koh Nai Kwong,perdana menteri
,20161017_20161124__DR_S101-200_JawabBertulis_soalan-118.txt,,menteri pertanian dan industri asas tani
,20160307_20160407__DR_S201-300_JawabBertulis_soalan-226.txt,,menteri sumber manusia
sungai siput,20160307_20160407__DR_S401-500_JawabBertulis_soalan-448.txt,Michael Jeyakumar Devaraj,menteri dalam negeri
sepitang,20160307_20160407__DR_S101-200_JawabBertulis_soalan-148.txt,Sapawi Ahmad Wasali,menteri perdagangan dalam negeri koperasi dan kepenggunaan
temerloh,20160405__DR_JawabLisan_soalan-19_1495080828.txt,Nasrudin Bin Hassan,menteri pendidikan
rabu,20170308__DR_JawabLisan_soalan-70.txt,Raja Kamarul Bahrin Shah,menteri pertahanan
temerloh,20160516__DR_JawabLisan_soalan-142.txt,Nasrudin Bin Hassan,menteri dalam negeri
khamis soalan,20161027__DR_JawabLisan_soalan-42.txt,Ali Mohamed,menteri pertahanan
bukit bendera,20160308__DR_JawabLisan_soalan-39.txt,Zairil Khir Johari,perdana menteri
seputeh,20170320__DR_JawabLisan_soalan-39.txt,Teresa Kok Suh Sim,menteri kewangan
pasir puteh,20170405__DR_JawabLisan_soalan-41.txt,Nik Mazian Bin Nik Mohamad,menteri dalam negeri
,20160516_20160526__DR_S1-100_JawabBertulis_soalan-92.txt,,menteri pertanian dan industri asas tani
,20170323__DR_JawabLisan_soalan-27_1495080965.txt,Ali Mohamed,menteri perdagangan antarabangsa dan industri
batu gajah,20160307_20160407__DR_S201-300_JawabBertulis_soalan-229.txt,Sivakumar A/L Varatharaju Naidu,menteri dalam negeri
wangsa maju,20160523__DR_JawabLisan_soalan-20.txt,Tan Kee Kwong,menteri kewangan
kuala nerus,20160524__DR_JawabLisan_soalan-144.txt,Mohd Khairuddin Bin Aman Razali,menteri kewangan
dungun,20160317__DR_JawabLisan_soalan-22.txt,,menteri pendidikan
,20161115__DR_JawabLisan_soalan-47_1495080932.txt,,
,20161121__DR_JawabLisan_soalan-27.txt,,perdana menteri
,20160322__DR_JawabLisan_soalan-52.txt,,menteri kesihatan
stampin,20160516_20160526__DR_S201-300_JawabBertulis_soalan-286.txt,Julian Tan Kok Ping,menteri dalam negeri
,20160404__DR_JawabLisan_soalan-57.txt,,menteri sumber manusia
kudat 9,20160516_20160526__DR_S1-100_JawabBertulis_soalan-9.txt,,menteri kemajuan luar bandar dan wilayah
,20161017_20161124__DR_S101-200_JawabBertulis_soalan-0-intro.txt,,menteri perdagangan dalam negeri koperasi dan kepenggunaan
,20160307_20160407__DR_S501-545_JawabBertulis_soalan-518.txt,,perdana menteri
seputeh,20160307_20160407__DR_S201-300_JawabBertulis_soalan-273.txt,Teresa Kok Suh Sim,menteri dalam negeri
bachok,20160317__DR_JawabLisan_soalan-57.txt,Ahmad Marzuk Bin Shaary,perdana menteri
,20161117__DR_JawabLisan_soalan-32.txt,William Leong Jee Keen,menteri perdagangan antarabangsa dan industri
ampang,20161108__DR_JawabLisan_soalan-26.txt,Zuraida Kamaruddin,menteri sumber asli dan alam sekitar
bandar kuching,20161123__DR_JawabLisan_soalan-52.txt,Chong Chieng Jen,menteri kewangan
simpang renggam,20161114__DR_JawabLisan_soalan-13.txt,Liang Teck Meng,menteri perusahaan perladangan dan komoditi
,20161017_20161124__DR_S501-543_JawabBertulis_soalan-506.txt,Shamsul Iskandar Mohd Akin,menteri kerja raya
jelebu,20160526__DR_JawabLisan_soalan-99.txt,Zainudin Ismail,menteri pendidikan
,20160516_20160526__DR_S201-300_JawabBertulis_soalan-298.txt,,perdana menteri
raub,20170316__DR_JawabLisan_soalan-33.txt,Ariff Sabri Abd Aziz,perdana menteri
kudat,20160517__DR_JawabLisan_soalan-36.txt,,menteri pelancongan dan kebudayaan
,20161101__DR_JawabLisan_soalan-11.txt,,menteri kemajuan luar bandar dan wilayah
setiawangsa,20160518__DR_JawabLisan_soalan-30.txt,Ahmad Fauzi Zahari,menteri kewangan
,20161017_20161124__DR_S301-400_JawabBertulis_soalan-364_1495080893.txt,,menteri pertanian dan industri asas tani
pasir gudang,20160519__DR_JawabLisan_soalan-11.txt,Normala Abdul Samad,menteri pendidikan
kuala pilah,20170403__DR_JawabLisan_soalan-52.txt,Hasan Malek,menteri luar negeri
kuala pilah,20160405__DR_JawabLisan_soalan-31_1495080828.txt,Hasan Malek,menteri pendidikan
bukit bendera,20161017__DR_JawabLisan_soalan-11.txt,Zairil Khir Johari,menteri pendidikan tinggi
sabak bernam,20160321__DR_JawabLisan_soalan-29.txt,Mohd Fasiah Bin Mohd Fakeh,menteri dalam negeri
sipitang,20160526__DR_JawabLisan_soalan-76.txt,Sapawi Ahmad Wasali,perdana menteri
,20160308__DR_JawabLisan_soalan-27.txt,,perdana menteri
,20161017_20161124__DR_S101-200_JawabBertulis_soalan-177.txt,Sim Chee Keong,menteri perdagangan antarabangsa dan industri
sandakan,20160526__DR_JawabLisan_soalan-69.txt,Wong Tien Fatt,menteri luar negeri
bukit mertajam,20161110__DR_JawabLisan_soalan-46.txt,Sim Chee Keong,perdana menteri
petaling java selatan,20170403__DR_JawabLisan_soalan-41.txt,Hee Loy Sian,menteri kewangan
marang,20161017_20161124__DR_S301-400_JawabBertulis_soalan-376_1495080893.txt,Abdul Hadi Bin Awang,perdana menteri
lpoh barat,20170316__DR_JawabLisan_soalan-40.txt,,perdana menteri
sungai besar,20161031__DR_JawabLisan_soalan-28.txt,Budiman Bin Mohd Zohdi,menteri pelancongan dan kebudayaan
lpoh timur,20170308__DR_JawabLisan_soalan-10.txt,Su Keong Siong,menteri pendidikan
raub,20160307_20160407__DR_S201-300_JawabBertulis_soalan-244.txt,Mohd Ariff Sabri Bin Abdul Aziz,perdana menteri
,20160516_20160526__DR_S401-502_JawabBertulis_soalan-407.txt,,menteri tenaga teknologi hijau dan air
pasir mas,20160523__DR_JawabLisan_soalan-53.txt,Nik Mohamad Abduh Bin Nik Abdul Aziz,perdana menteri
kelana java,20160516_20160526__DR_S401-502_JawabBertulis_soalan-444.txt,Wong Chen,menteri kewangan
nibong tebal,20160519__DR_JawabLisan_soalan-28.txt,Mansor Bin Othman,menteri perdagangan dalam negeri koperasi dan kepenggunaan
,20160526__DR_JawabLisan_soalan-82.txt,,menteri belia dan sukan
batu gajah,20170307__DR_JawabLisan_soalan-70.txt,Sivakumar A/L Varatharaju Naidu,menteri pertanian dan industri asas tani
kelana java soalan,20161017_20161124__DR_S401-500_JawabBertulis_soalan-472.txt,Wong Chen,menteri pertahanan
tasek gelugor,20160307_20160407__DR_S1-100_JawabBertulis_soalan-46.txt,Shabudin Yahaya,perdana menteri
serdang,20160516_20160526__DR_S201-300_JawabBertulis_soalan-221.txt,Ong Kian Ming,menteri kewangan
,20170308__DR_JawabLisan_soalan-43.txt,,menteri kesihatan
khamis,20161110__DR_JawabLisan_soalan-34.txt,Noor Azmi Bin Ghazali,menteri pertahanan
kota melaka,20170309__DR_JawabLisan_soalan-24.txt,Sim Tong Him,menteri pelancongan dan kebudayaan
lipis,20160405__DR_JawabLisan_soalan-65.txt,Mohamad Abdul Rahman,perdana menteri
bukit bintang,20161017_20161124__DR_S201-300_JawabBertulis_soalan-257.txt,Fong Kui Lun,menteri wilayah persekutuan
petaling jaya utara,20160523__DR_JawabLisan_soalan-109.txt,Tony Pua Kiam Wee,menteri kewangan
,20160323__DR_JawabLisan_soalan-67.txt,,menteri kerja raya
,20160524__DR_JawabLisan_soalan-104.txt,,menteri kesihatan
,20160322__DR_JawabLisan_soalan-67.txt,Noh Bin Omar,menteri kerja raya
kapar,20160322__DR_JawabLisan_soalan-50.txt,G Manivannan A/L Gowindasamy,perdana menteri
temerloh,20161101__DR_JawabLisan_soalan-41.txt,Nasrudin Bin Hassan,perdana menteri
jelutong,20170328__DR_JawabLisan_soalan-46_1495080971.txt,,menteri kewangan
,20160516_20160526__DR_S301-400_JawabBertulis_soalan-0-intro.txt,Mahfuz Haji Omar,menteri pertanian dan industri asas tani
,20161031__DR_JawabLisan_soalan-22.txt,Ariff Sabri Abd Aziz,menteri pertanian dan industri asas tani
kuala nerus,20160307_20160407__DR_S301-400_JawabBertulis_soalan-370.txt,Mohd Khairuddin Bin Aman Razali,menteri dalam negeri
kinabatangan,20161025__DR_JawabLisan_soalan-19.txt,,perdana menteri
,20160517__DR_JawabLisan_soalan-116.txt,,perdana menteri
,20161017_20161124__DR_S501-543_JawabBertulis_soalan-539.txt,,menteri kesihatan
paya besar,20160525__DR_JawabLisan_soalan-107.txt,Abdul Manan Ismail,perdana menteri
alor gajah,20161107__DR_JawabLisan_soalan-29.txt,Koh Nai Kwong,perdana menteri
kubang kerian,20160307_20160407__DR_S301-400_JawabBertulis_soalan-355.txt,Ahmad Baihaki Bin Atiqullah,perdana menteri
stampin,20161017_20161124__DR_S301-400_JawabBertulis_soalan-311_1495080892.txt,Julian Tan Kok Ping,perdana menteri
bukit bendera,20160316__DR_JawabLisan_soalan-16.txt,Zairil Khir Johari,menteri pendidikan
beruas,20170315__DR_JawabLisan_soalan-39.txt,Ngeh Koo Ham,menteri kewangan
bayan baru,20160517__DR_JawabLisan_soalan-30.txt,Sim Tze Tzin,menteri dalam negeri
keningau,20160523__DR_JawabLisan_soalan-25.txt,Joseph Pairin Kitingan,menteri dalam negeri
merbok,20170316__DR_JawabLisan_soalan-25.txt,Ismail Bin Daut,menteri pertanian dan industri asas tani
,20161020__DR_JawabLisan_soalan-21.txt,,perdana menteri
,20160524__DR_JawabLisan_soalan-30.txt,,perdana menteri
sibu,20160308__DR_JawabLisan_soalan-36.txt,Oscar Ling Chai Yew,menteri dalam negeri
,20160516_20160526__DR_S101-200_JawabBertulis_soalan-175.txt,,menteri kesihatan
bukit mertajam,20160516_20160526__DR_S101-200_JawabBertulis_soalan-173.txt,Sim Chee Keong,menteri dalam negeri
,20160308__DR_JawabLisan_soalan-2.txt,,menteri kesihatan
nibong tebal,20160307_20160407__DR_S401-500_JawabBertulis_soalan-436.txt,Mansor Bin Othman,menteri perdagangan dalam negeri koperasi dan kepenggunaan
